Car Name,Car Prices (In rupee),kms Driven,Fuel Type,Transmission,Ownership,Manufacture,Engine,Seats
Maruti Vitara Brezza VDi,5.42 Lakh,"55,142 kms",Diesel,Manual,1st Owner,2016,1493 cc,5 Seats
Maruti Swift Dzire ZDI,4.79 Lakh,"64,705 kms",Diesel,Manual,2nd Owner,2015,1399 cc,5 Seats
Hyundai i10 Era 1.1,1.30 Lakh,"83,013 kms",Petrol,Manual,4th Owner,2009,1248 cc,5 Seats
Maruti 800 AC BSIII,"54,430","91,817 kms",Petrol,Manual,4th Owner,2009,1968 cc,5 Seats
Honda Amaze VX i DTEC,5.61 Lakh,"76,012 kms",Diesel,Manual,1st Owner,2018,814 cc,7 Seats
Hyundai Creta SX Opt Diesel AT,17.73 Lakh,"20,507 kms",Diesel,Automatic,1st Owner,2020,1199 cc,7 Seats
Ford Fiesta 1.4 ZXi TDCi ABS,1.74 Lakh,"1,18,039 kms",Diesel,Manual,1st Owner,2009,1497 cc,5 Seats
Tata Zest Quadrajet 1.3 XMS,2.80 Lakh,"1,69,306 kms",Diesel,Manual,1st Owner,2014,1196 cc,5 Seats
Audi A6 2.0 TDI Premium Plus,16.90 Lakh,"71,000 kms",Diesel,Automatic,1st Owner,2014,1493 cc,5 Seats
Hyundai EON D Lite Plus,2.16 Lakh,"51,841 kms",Petrol,Manual,2nd Owner,2016,998 cc,5 Seats
Tata Tigor 1.2 Revotron XZ Option,4.14 Lakh,"10,098 kms",Petrol,Manual,1st Owner,2017,1399 cc,5 Seats
Honda City i VTEC V,4.97 Lakh,"58,328 kms",Petrol,Manual,3rd Owner,2015,1461 cc,5 Seats
Maruti Eeco 7 Seater Standard BSIV,3.09 Lakh,"94,128 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats
Mahindra TUV 300 T6,5.16 Lakh,"38,979 kms",Diesel,Manual,1st Owner,2017,796 cc,5 Seats
Maruti Wagon R LXI CNG,3.24 Lakh,"54,087 kms",Cng,Manual,1st Owner,2016,1197 cc,5 Seats
Ford Figo Diesel ZXI,1.26 Lakh,"71,969 kms",Diesel,Manual,1st Owner,2010,1591 cc,5 Seats
Renault Duster 85PS Diesel RxE,6.02 Lakh,"59,609 kms",Diesel,Manual,1st Owner,2018,1197 cc,7 Seats
Maruti Wagon R LXI CNG,2.87 Lakh,"94,509 kms",Cng,Manual,1st Owner,2015,1197 cc,5 Seats
Maruti Alto 800 LXI,2.64 Lakh,"52,254 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats
Maruti Swift Dzire Tour 1.2 S STD,6 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2018,2694 cc,5 Seats
Hyundai Verna VTVT 1.6 SX Option,9.07 Lakh,"36,006 kms",Petrol,Manual,1st Owner,2018,2967 cc,7 Seats
Hyundai i20 Asta,1.91 Lakh,"94,264 kms",Petrol,Manual,2nd Owner,2010,1086 cc,5 Seats
Maruti Baleno Sigma,6.08 Lakh,"14,976 kms",Petrol,Manual,1st Owner,2022,1197 cc,5 Seats
Datsun GO T BSIV,2.21 Lakh,"1,63,605 kms",Petrol,Manual,1st Owner,2017,2967 cc,5 Seats
Toyota Fortuner 2.7 2WD AT,31 Lakh,"44,000 kms",Petrol,Automatic,2nd Owner,2019,1198 cc,7 Seats
Audi Q5 3.0 TDI Quattro,9.95 Lakh,"68,000 kms",Diesel,Automatic,3rd Owner,2011,1950 cc,5 Seats
Hyundai i10 Magna 1.1L,2.25 Lakh,"38,000 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats
Maruti Swift Dzire VXI 1.2 BS IV,6.50 Lakh,"65,000 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats
Audi Q7 45 TDI Quattro Premium Plus,18.75 Lakh,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1950 cc,5 Seats
Honda Amaze E i-Vtech,3.60 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2015,1950 cc,5 Seats
Mercedes-Benz C-Class Progressive C 220d,39 Lakh,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1991 cc,5 Seats
Maruti Baleno 1.3 Delta,6 Lakh,"90,000 kms",Diesel,Manual,1st Owner,2018,1997 cc,5 Seats
Mahindra Scorpio S8 7 Seater,10 Lakh,"25,000 kms",Diesel,Manual,1st Owner,2016,4367 cc,7 Seats
Mercedes-Benz GLC 220d 4MATIC,56.50 Lakh,"24,000 kms",Diesel,Automatic,1st Owner,2020,1998 cc,5 Seats
Mercedes-Benz GLE 300d,89 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,7 Seats
Mercedes-Benz GLC 200,61 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2021,1997 cc,7 Seats
Jaguar F-Pace 2.0 R-Dynamic S Diesel,74 Lakh,"9,900 kms",Diesel,Automatic,1st Owner,2021,1582 cc,5 Seats
Land Rover Range Rover 4.4 Diesel LWB Autobiography,1.90 Crore,"68,500 kms",Diesel,Automatic,1st Owner,2019,2998 cc,7 Seats
BMW X4 xDrive30i M Sport Silver Shadow Edition,74.50 Lakh,"7,600 kms",Petrol,Automatic,1st Owner,2022,2179 cc,5 Seats
Audi Q3 35 TDI Quattro Premium Plus,14.75 Lakh,"76,000 kms",Diesel,Automatic,2nd Owner,2016,1462 cc,5 Seats
Mahindra XUV500 1.99 FWD W8,4.50 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,2523 cc,7 Seats
Hyundai Verna 1.6 CRDi SX,5.20 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,2487 cc,5 Seats
BMW X7 xDrive 40i,1.15 Crore,"39,000 kms",Petrol,Automatic,1st Owner,2019,2497 cc,5 Seats
Mahindra Scorpio S10 7 Seater,11.25 Lakh,"88,000 kms",Diesel,Manual,1st Owner,2017,2982 cc,7 Seats
Maruti Grand Vitara Delta AT,14.50 Lakh,"2,000 kms",Petrol,Automatic,1st Owner,2022,998 cc,7 Seats
Mahindra Bolero ZLX,7.50 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2019,2143 cc,5 Seats
Toyota Camry Hybrid 2.5,40.90 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2019,2179 cc,5 Seats
Mercedes-Benz E-Class E240 V6 AT,5 Lakh,"1,10,000 kms",Petrol,Automatic,2nd Owner,2006,1248 cc,5 Seats
Toyota Fortuner 3.0 Diesel,8.50 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2011,1598 cc,5 Seats
Maruti Zen Estilo LXI BSIII,1 Lakh,"1,10,000 kms",Petrol,Manual,3rd Owner,2008,1950 cc,8 Seats
Mercedes-Benz GLE 250d,44 Lakh,"49,000 kms",Diesel,Automatic,1st Owner,2017,1498 cc,5 Seats
Tata Safari Storme VX,3.20 Lakh,"1,45,000 kms",Diesel,Manual,3rd Owner,2013,998 cc,5 Seats
Maruti Ertiga ZDI,5 Lakh,"40,000 kms",Diesel,Manual,2nd Owner,2012,2494 cc,5 Seats
Volkswagen Vento IPL II Petrol Trendline,1.25 Lakh,"1,00,000 kms",Petrol,Manual,3rd Owner,2010,1995 cc,5 Seats
Mercedes-Benz E-Class Expression E 220 d BSIV,58 Lakh,"17,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,5 Seats
Volkswagen Polo Exquisite 1.5 TDI Highline,4.90 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2015,1198 cc,7 Seats
Maruti Wagon R VXI BS IV,1.90 Lakh,"1,00,000 kms",Petrol,Manual,1st Owner,2011,1396 cc,4 Seats
Toyota Innova 2.5 G (Diesel) 8 Seater,6 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,1950 cc,8 Seats
BMW X3 xDrive 20d Luxury Line,60 Lakh,"19,000 kms",Diesel,Automatic,1st Owner,2021,1997 cc,5 Seats
Hyundai i20 Sportz 1.4 CRDi,6.50 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2017,796 cc,7 Seats
Nissan Micra Active XV Petrol,4 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2018,2179 cc,5 Seats
Tata Indigo LX BSIV,1.85 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2012,1997 cc,5 Seats
Mercedes-Benz GLC Coupe 300d 4MATIC,71.50 Lakh,"24,900 kms",Diesel,Automatic,1st Owner,2021,1498 cc,7 Seats
Mahindra Scorpio 1.99 S10 4WD,10 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2015,1120 cc,5 Seats
Maruti 800 AC,2 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2014,999 cc,7 Seats
Mahindra Scorpio 2.6 CRDe,3.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2006,4461 cc,8 Seats
Jaguar XF 2.0 Petrol Prestige,47 Lakh,"7,500 kms",Petrol,Automatic,1st Owner,2020,1248 cc,5 Seats
Mahindra Bolero B4,5.80 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2020,2982 cc,5 Seats
Hyundai Xcent 1.1 CRDi Base,3.10 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2015,2494 cc,5 Seats
Renault Kiger RXZ,7.50 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2021,1993 cc,5 Seats
Toyota Land Cruiser VX,1.58 Crore,"56,000 kms",Diesel,Automatic,1st Owner,2018,1199 cc,5 Seats
Maruti Swift Dzire ZDI,5.35 Lakh,"74,200 kms",Diesel,Manual,2nd Owner,2017,1047 cc,5 Seats
Toyota Fortuner 4x2 Manual,15 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,3 Lakh,"1,69,000 kms",Diesel,Manual,3rd Owner,2007,2925 cc,7 Seats
Mercedes-Benz C-Class C 220d,62 Lakh,"4,000 kms",Diesel,Automatic,1st Owner,2022,796 cc,7 Seats
Volkswagen Polo Diesel Trendline 1.2L,1.30 Lakh,"90,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,5 Seats
Tata Tiago 1.05 Revotorq XT,3 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats
Maruti A-Star Lxi,1.15 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2009,2925 cc,5 Seats
Mercedes-Benz S-Class S 350 d,47.75 Lakh,"13,000 kms",Diesel,Automatic,2nd Owner,2014,814 cc,5 Seats
Maruti Alto LXI,"70,000","70,000 kms",Petrol,Manual,3rd Owner,2004,1582 cc,5 Seats
Hyundai Santro Xing XG AT eRLX Euro III,"90,000","60,000 kms",Petrol,Automatic,4th Owner,2004,1197 cc,4 Seats
Renault Lodgy 110PS RxZ 7 Seater,4.50 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2015,2993 cc,5 Seats
Mercedes-Benz GLS 400d 4MATIC,1.17 Crore,"15,000 kms",Diesel,Automatic,2nd Owner,2020,1197 cc,7 Seats
Hyundai EON D Lite,1.75 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2013,796 cc,5 Seats
Hyundai Verna 1.6 CRDi SX,7 Lakh,"1,15,000 kms",Diesel,Manual,2nd Owner,2015,796 cc,7 Seats
Maruti Baleno Delta,6.50 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2019,2967 cc,5 Seats
BMW X5 xDrive 30d xLine,83 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,7 Seats
Maruti Ignis 1.2 AMT Zeta BSIV,5 Lakh,"80,000 kms",Petrol,Automatic,1st Owner,2018,2523 cc,5 Seats
Maruti 800 Std BSII,"84,000","29,000 kms",Petrol,Manual,1st Owner,2002,1197 cc,7 Seats
Maruti Alto 800 VXI,3 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2019,2987 cc,5 Seats
Audi Q7 45 TDI Quattro Technology,46 Lakh,"65,000 kms",Diesel,Automatic,1st Owner,2017,999 cc,7 Seats
Hyundai i20 1.4 Asta CRDi with AVN,2 Lakh,"1,10,000 kms",Diesel,Manual,4th Owner,2009,2523 cc,5 Seats
Mahindra Bolero SLX,3.40 Lakh,"1,00,000 kms",Diesel,Manual,4th Owner,2012,1995 cc,5 Seats
Maruti Baleno 1.2 Alpha,5.50 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2018,2494 cc,5 Seats
Mercedes-Benz GLS 350d Grand Edition,59.50 Lakh,"45,000 kms",Diesel,Automatic,2nd Owner,2016,1248 cc,5 Seats
Volkswagen Taigun 1.0 TSI Topline,13 Lakh,"5,000 kms",Petrol,Manual,1st Owner,2022,1396 cc,5 Seats
Mahindra Bolero ZLX,4.70 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2014,2143 cc,5 Seats
BMW 5 Series 520d Luxury Line,48 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,1396 cc,5 Seats
Toyota Innova 2.5 E 7 STR,4.25 Lakh,"2,00,000 kms",Diesel,Manual,2nd Owner,2012,1405 cc,5 Seats
Maruti Swift VDI BSIV,3.50 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats
Tata Indigo LX BSIV,2.40 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats
Mercedes-Benz GLE 250d,56 Lakh,"45,000 kms",Diesel,Automatic,1st Owner,2019,2925 cc,5 Seats
Tata Indigo GLX,1.15 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2009,1968 cc,7 Seats
Tata Indigo LX,"70,000","80,000 kms",Diesel,Manual,2nd Owner,2006,998 cc,5 Seats
Ford Ecosport 1.5 Diesel Titanium BSIV,6.50 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2018,2995 cc,5 Seats
Mercedes-Benz C-Class Progressive C 200,47.90 Lakh,"11,000 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats
Mercedes-Benz GLE 400d,1.04 Crore,"12,000 kms",Diesel,Automatic,1st Owner,2021,1598 cc,5 Seats
Audi A6 35 TDI,24.90 Lakh,"40,000 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats
Maruti Wagon R VXI,5.21 Lakh,"7,500 kms",Petrol,Manual,1st Owner,2021,1998 cc,5 Seats
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,1.92 Crore,"40,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,5 Seats
Mahindra Bolero Power Plus SLX,6 Lakh,"50,000 kms",Diesel,Manual,1st Owner,2018,1248 cc,7 Seats
Volkswagen Vento Diesel Highline,2.50 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2010,1998 cc,5 Seats
Maruti Celerio VXI,3.46 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2017,1995 cc,5 Seats
Volvo XC60 B5 Inscripition,68.50 Lakh,"7,000 kms",Petrol,Automatic,1st Owner,2022,1493 cc,5 Seats
Maruti 800 DUO AC LPG,"70,000","60,000 kms",Lpg,Manual,3rd Owner,2010,1799 cc,7 Seats
Maruti Swift VDI Optional,6 Lakh,"40,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats
Chevrolet Cruze LTZ,2 Lakh,"70,000 kms",Diesel,Manual,4th Owner,2013,2987 cc,5 Seats
BMW X1 sDrive 20d xLine,30 Lakh,"25,000 kms",Diesel,Automatic,1st Owner,2019,999 cc,5 Seats
Mahindra TUV 300 T6 Plus,4.90 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1298 cc,5 Seats
Honda Civic 1.8 S MT,2 Lakh,"1,00,000 kms",Petrol,Manual,3rd Owner,2011,1198 cc,5 Seats
Hyundai i10 Magna,1.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2009,2143 cc,5 Seats
Maserati Ghibli Diesel BSIV,66 Lakh,"12,000 kms",Diesel,Automatic,1st Owner,2016,796 cc,5 Seats
Renault Triber RXZ BSIV,5.50 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
Maruti Esteem Lxi,1.20 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2007,1396 cc,5 Seats
Honda Amaze E i-Vtech,2.60 Lakh,"80,000 kms",Petrol,Manual,4th Owner,2016,2967 cc,5 Seats
Mercedes-Benz C-Class C 220 CDI Avantgarde,21.50 Lakh,"37,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats
Maruti Alto LXi,1.61 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats
Maruti Swift Ldi BSIII,2 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2010,796 cc,5 Seats
Tata Indica eV2 eL,"75,000","90,000 kms",Diesel,Manual,2nd Owner,2011,1991 cc,7 Seats
Porsche Cayenne Diesel Platinum Edition,58 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1499 cc,5 Seats
Maruti Swift VDI,3 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2013,1396 cc,5 Seats
Hyundai i20 1.2 Magna,2 Lakh,"1,20,000 kms",Petrol,Manual,2nd Owner,2011,2179 cc,5 Seats
Maruti Omni MPI STD BSIV,2.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2018,1997 cc,5 Seats
Mercedes-Benz E-Class Exclusive E 200,67 Lakh,"8,900 kms",Petrol,Automatic,1st Owner,2021,1298 cc,5 Seats
Ford Aspire Titanium Plus Diesel,8.50 Lakh,"15,000 kms",Diesel,Manual,1st Owner,2021,1197 cc,7 Seats
Hyundai i20 Active 1.4 SX,4.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,796 cc,5 Seats
Mahindra XUV500 W6 2WD,7 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2014,1950 cc,5 Seats
Land Rover Range Rover Sport 2.0 Petrol HSE,1.14 Crore,"19,500 kms",Petrol,Automatic,1st Owner,2020,2609 cc,7 Seats
Maruti Swift Dzire VXi,3 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2009,1248 cc,5 Seats
Maruti Swift VXI 2018,5.45 Lakh,"43,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats
Maruti Alto LX,1 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2010,4461 cc,8 Seats
Mercedes-Benz C-Class Progressive C 200,42.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,5 Seats
Mahindra Scorpio 2.6 CRDe SLE,3.10 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2009,1199 cc,5 Seats
Maruti Swift VDI BSIV,1.70 Lakh,"1,28,000 kms",Diesel,Manual,4th Owner,2008,2179 cc,5 Seats
Maruti Vitara Brezza ZDi Plus,6.95 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2017,1998 cc,5 Seats
Toyota Land Cruiser VX,1.69 Crore,"27,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,4 Seats
Maruti Alto 800 LXI,2.50 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2017,1198 cc,5 Seats
Tata Tiago 1.2 Revotron XZ,4.54 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1120 cc,5 Seats
Mahindra Scorpio 2.6 SLX CRDe,1.10 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2006,1998 cc,5 Seats
BMW X1 sDrive20i xLine,40 Lakh,"10,000 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats
Tata Altroz XM plus,7 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats
Datsun GO A,2.70 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats
Hyundai Xcent 1.1 CRDi S,2.90 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2014,2400 cc,5 Seats
Mini 3 DOOR John Cooper Works 2019-2020,34.50 Lakh,"40,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,7 Seats
Hyundai Venue SX Opt Diesel,9.50 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats
Maruti Vitara Brezza ZDi Plus,7 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2017,1197 cc,5 Seats
Maruti Alto LXi,1.20 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,1999 cc,5 Seats
Volvo XC60 D5 Inscription,54.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1299 cc,5 Seats
Maruti Swift Dzire VXI,6.50 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats
Toyota Etios Cross 1.2L G,5.50 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats
Hyundai Grand i10 Sportz,4 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats
Land Rover Discovery Sport TD4 HSE 7S,48.75 Lakh,"38,000 kms",Diesel,Automatic,1st Owner,2020,999 cc,5 Seats
Ford Ikon 1.3 Flair,"50,000","45,000 kms",Petrol,Manual,2nd Owner,2007,998 cc,5 Seats
Maruti Wagon R LXI,"75,000","1,20,000 kms",Petrol,Manual,1st Owner,2005,1248 cc,5 Seats
Hyundai Santro Xing GL,1.05 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2010,2925 cc,5 Seats
Hyundai i10 Sportz 1.1L,1.80 Lakh,"1,11,408 kms",Petrol,Manual,1st Owner,2011,814 cc,5 Seats
Ford Ecosport 1.0 Ecoboost Titanium,3.13 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2013,796 cc,5 Seats
Maruti Celerio VXI,2.05 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2015,999 cc,7 Seats
Maruti Vitara Brezza ZDi Plus Dual Tone,6.80 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats
Mercedes-Benz S-Class S 350d,1.77 Crore,"1,400 kms",Diesel,Automatic,1st Owner,2022,1493 cc,5 Seats
Hyundai EON Magna Plus,1.95 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2014,1462 cc,7 Seats
Maruti Alto LXi BSIII,"80,000","80,000 kms",Petrol,Manual,4th Owner,2008,1196 cc,5 Seats
Renault KWID Climber 1.0 AMT,3 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2019,1396 cc,5 Seats
Hyundai Xcent 1.2 VTVT S,4.65 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats
Hyundai Creta E Diesel,10.85 Lakh,"56,040 kms",Diesel,Manual,1st Owner,2020,1086 cc,5 Seats
Maruti Ertiga VXI,8.49 Lakh,"69,305 kms",Petrol,Manual,1st Owner,2021,1248 cc,7 Seats
Ford Figo Petrol Titanium,2.35 Lakh,"66,974 kms",Petrol,Manual,3rd Owner,2014,1396 cc,5 Seats
Tata Indigo LX BSIV,1.40 Lakh,"2,27,904 kms",Diesel,Manual,1st Owner,2014,796 cc,7 Seats
Mahindra Scorpio S11,17.11 Lakh,"40,670 kms",Diesel,Manual,1st Owner,2021,2179 cc,5 Seats
Hyundai Santro Magna,4.36 Lakh,"17,535 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats
Maruti SX4 S Cross Zeta DDiS 200 SH,7.50 Lakh,"80,243 kms",Diesel,Manual,2nd Owner,2018,2982 cc,5 Seats
Tata Indigo VX BSIV,2.02 Lakh,"61,549 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats
Maruti Alto 800 LXI,1.70 Lakh,"89,345 kms",Petrol,Manual,2nd Owner,2014,1198 cc,5 Seats
Mahindra Scorpio S9 BSIV,13.03 Lakh,"95,790 kms",Diesel,Manual,1st Owner,2019,1799 cc,8 Seats
Maruti Swift VDI BSIV,4.25 Lakh,"77,173 kms",Diesel,Manual,1st Owner,2015,1198 cc,5 Seats
Toyota Fortuner 4x4 MT,11.75 Lakh,"1,69,917 kms",Diesel,Manual,2nd Owner,2013,1086 cc,5 Seats
Honda Brio VX,3.37 Lakh,"46,224 kms",Petrol,Manual,1st Owner,2015,2494 cc,5 Seats
Nissan Micra Active XV,3.96 Lakh,"23,947 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats
Honda Civic 1.8 V MT,1.80 Lakh,"50,546 kms",Petrol,Manual,2nd Owner,2008,1172 cc,5 Seats
Honda Amaze S i-Vtech,3.20 Lakh,"61,229 kms",Petrol,Manual,1st Owner,2015,999 cc,5 Seats
Hyundai i10 Magna LPG,1.76 Lakh,"85,122 kms",Lpg,Manual,3rd Owner,2011,1120 cc,5 Seats
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.18 Lakh,"46,286 kms",Diesel,Manual,1st Owner,2014,814 cc,5 Seats
Maruti Baleno Sigma,5.87 Lakh,"8,110 kms",Petrol,Manual,1st Owner,2020,1086 cc,5 Seats
Fiat Grande Punto EVO 1.2 Active,2.18 Lakh,"64,712 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats
Renault KWID Climber 1.0 AMT,2.97 Lakh,"52,698 kms",Petrol,Automatic,1st Owner,2017,799 cc,5 Seats
Hyundai Grand i10 CRDi Sportz,2.90 Lakh,"1,20,797 kms",Diesel,Manual,2nd Owner,2016,1462 cc,5 Seats
Hyundai EON Era Plus Option,2.68 Lakh,"39,109 kms",Petrol,Manual,1st Owner,2017,796 cc,7 Seats
Hyundai i10 Era 1.1,1.49 Lakh,"21,046 kms",Petrol,Manual,1st Owner,2009,1364 cc,5 Seats
Maruti Wagon R VXI BS IV,2.63 Lakh,"34,794 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats
Renault KWID RXT Optional,3.05 Lakh,"33,614 kms",Petrol,Manual,1st Owner,2018,2179 cc,7 Seats
Maruti Ciaz Zeta,9.50 Lakh,"9,630 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats
Maruti Alto LXi,1.10 Lakh,"72,153 kms",Petrol,Manual,3rd Owner,2011,1956 cc,5 Seats
Toyota Platinum Etios 1.4 GD,5.65 Lakh,"78,172 kms",Diesel,Manual,1st Owner,2019,1462 cc,5 Seats
Honda City i-DTEC V,7.92 Lakh,"64,313 kms",Diesel,Manual,1st Owner,2018,1364 cc,5 Seats
Mahindra XUV500 W11 BSIV,15.62 Lakh,"74,787 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats
Maruti Swift Dzire ZDI Plus,6.71 Lakh,"92,045 kms",Diesel,Manual,1st Owner,2019,998 cc,5 Seats
Jeep Compass 2.0 Limited,12.03 Lakh,"48,259 kms",Diesel,Manual,3rd Owner,2018,814 cc,4 Seats
Maruti Ertiga VXI Petrol,7.41 Lakh,"21,197 kms",Petrol,Manual,1st Owner,2019,1497 cc,7 Seats
Toyota Etios VD,3.40 Lakh,"13,814 kms",Diesel,Manual,1st Owner,2012,1451 cc,5 Seats
Maruti Baleno 1.3 Delta,4.54 Lakh,"85,890 kms",Diesel,Manual,1st Owner,2015,624 cc,5 Seats
Maruti Wagon R LXI BS IV,1.33 Lakh,"1,01,935 kms",Petrol,Manual,1st Owner,2010,999 cc,5 Seats
Hyundai EON Era Plus,2.83 Lakh,"26,012 kms",Petrol,Manual,1st Owner,2018,1497 cc,7 Seats
Honda City V MT,3.13 Lakh,"1,17,699 kms",Petrol,Manual,2nd Owner,2012,1197 cc,7 Seats
MG Hector Hybrid Sharp MT,18.07 Lakh,"31,437 kms",Petrol,Manual,2nd Owner,2021,999 cc,7 Seats
Tata Nano Twist XTA,1.44 Lakh,"14,458 kms",Petrol,Automatic,1st Owner,2015,2494 cc,5 Seats
Renault Triber RXL BSIV,5.02 Lakh,"55,744 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats
